Nome;Data;P - Total (W);P - Fase A (W);P - Fase B (W);P - Fase C (W);Q - Total (var);Q - Fase A (var);Q - Fase B (var);Q - Fase C (var);FP - Total;FP - Fase A;FP - Fase B;FP - Fase C;V - Fase A (V);V - Fase B (V);V - Fase C (V);I - Fase A (A);I - Fase B (A);I - Fase C (A)
MedidorLSD;16/06/2023, 15:15:00;30037,95826666667;9511,479477777777;10189,115966666668;10346,456644444444;3111,9283555555558;1208,6821444444445;516,1281333333334;1380,7933555555555;0,9533555555555555;0,9469555555555556;0,9631777777777777;0,9511777777777777;125,17512222222223;124,71937777777778;124,74152222222222;80,16503333333333;84,65546666666667;87,0213
MedidorLSD;16/06/2023, 15:30:00;28944,25237777778;9299,375311111111;9736,811366666667;9912,541922222223;2936,9567;1156,3206777777777;584,6180222222222;1189,3690555555554;0,9504444444444444;0,9416333333333333;0,9582999999999999;0,9489999999999998;125,68982222222222;125,1748;125,27592222222222;78,39146666666667;81,06053333333332;83,17095555555555
MedidorLSD;16/06/2023, 15:45:00;27540,832333333336;9142,292111111112;9002,117644444445;9385,423611111111;2772,610755555556;1229,4245777777778;750,9248222222221;776,2576333333333;0,9465444444444444;0,9393111111111111;0,9504888888888888;0,9506666666666665;125,9984;125,55863333333333;125,70332222222223;76,96104444444445;75,29283333333333;78,47548888888889
MedidorLSD;16/06/2023, 16:00:00;26497,097955555557;8613,419344444445;8867,171422222222;9015,041955555555;2393,9060666666664;972,3127111111111;519,9079222222223;894,9069666666667;0,9423222222222223;0,9345888888888889;0,9493444444444444;0,9421111111111111;126,37138888888889;125,87982222222222;126,03601111111111;72,77802222222222;74,1051;75,7996111111111
MedidorLSD;16/06/2023, 16:15:00;27993,88136666667;8928,452911111111;9399,629155555556;9671,844588888887;2829,5912000000003;1180,3364222222222;467,3364555555556;1171,8996555555555;0,9473333333333332;0,9388444444444445;0,9573555555555555;0,9485555555555555;126,42624444444444;125,96861111111112;126,05566666666667;75,09521111111111;77,91801111111111;80,75875555555557
MedidorLSD;16/06/2023, 16:30:00;27903,5963;8723,0329;9486,916122222223;9708,338044444445;4414,184766666666;1687,0577888888888;831,8964333333333;1886,836988888889;0,9412555555555555;0,9276777777777778;0,956011111111111;0,9384222222222222;127,54422222222223;127,00164444444444;126,9821;73,5762111111111;78,0511;81,26632222222223
MedidorLSD;16/06/2023, 16:45:00;29889,214733333334;9220,232122222222;10446,644944444444;10241,93847777778;5221,192477777779;1705,5169777777778;1079,4064444444443;2441,2666555555556;0,9411111111111111;0,9287222222222222;0,9598666666666666;0,9304;127,66654444444444;127,00294444444444;127,01471111111111;77,68003333333333;85,69046666666667;86,24746666666667
MedidorLSD;16/06/2023, 17:00:00;29412,786099999998;9056,2165;10247,58348888889;10130,947244444444;4873,351933333333;1638,3854777777776;938,3201666666666;2299,3370444444445;0,9436111111111111;0,9330777777777778;0,9605444444444444;0,9357666666666667;127,91716666666666;127,27202222222223;127,25838888888889;75,77696666666667;83,74962222222223;84,8809
MedidorLSD;16/06/2023, 17:15:00;26660,091944444444;8501,560577777776;9380,880622222223;8780,4531;4924,924988888889;1379,3954111111113;1419,0534444444445;2140,7389333333335;0,9327666666666666;0,9274;0,9496;0,9180777777777778;127,3817;126,67567777777778;126,87708888888889;71,8503;77,97633333333333;75,14096666666666
MedidorLSD;16/06/2023, 17:30:00;25875,788655555556;8220,503855555555;8698,624011111111;8964,032322222221;4032,592055555556;1570,6073666666666;862,7943111111111;1589,1378222222222;0,9321;0,9178666666666667;0,9446111111111111;0,9311222222222222;126,32966666666667;125,8416888888889;125,99807777777778;70,6335;72,97727777777779;76,16555555555556
MedidorLSD;16/06/2023, 17:45:00;24981,69301111111;8047,719466666666;8445,504688888888;8489,608455555555;4272,052;1531,1593222222223;1106,9973666666667;1629,462;0,9268777777777778;0,9159555555555555;0,9408444444444445;0,9238333333333334;127,72906666666667;127,1897;127,35526666666668;68,65390000000001;70,56588888888889;72,12032222222223
MedidorLSD;16/06/2023, 18:00:00;24437,886166666667;8018,3561222222215;7966,995144444444;8447,601244444444;4427,187511111111;1823,9663444444443;1158,6563333333334;1426,6179777777777;0,9187666666666666;0,9039777777777778;0,9301333333333334;0,9227555555555556;128,68015555555556;128,19646666666668;128,3913;68,62253333333334;66,79002222222222;71,05434444444444
MedidorLSD;16/06/2023, 18:15:00;23594,873744444445;7392,388855555555;8192,271677777777;8020,784233333333;4198,094944444445;1391,3264777777779;948,9334777777777;1859,8950444444445;0,9172555555555556;0,9004555555555556;0,9379222222222222;0,9078555555555556;128,72953333333334;128,08401111111112;128,2373;63,785333333333334;68,13121111111111;68,77324444444444
MedidorLSD;16/06/2023, 18:30:00;22987,123033333333;7292,691322222223;8052,939533333333;7645,4844;4118,7211777777775;1231,9572777777778;1081,0206;1813,4596888888889;0,9127444444444445;0,9010555555555556;0,9340333333333334;0,8987444444444445;128,6858;128,02311111111112;128,22985555555556;62,742000000000004;67,19513333333333;66,01844444444444
MedidorLSD;16/06/2023, 18:45:00;21503,5787;6670,097533333334;7407,245055555555;7439,657188888888;4098,702;1494,4627333333333;815,3329222222222;1784,689688888889;0,9043;0,8795777777777778;0,9309888888888889;0,8996555555555557;128,7467;128,2006888888889;128,27673333333334;58,717000000000006;62,058566666666664;64,3917111111111
MedidorLSD;16/06/2023, 19:00:00;21460,02411111111;6469,021588888889;7386,689377777779;7627,386233333334;4025,7661222222223;1589,4157444444443;560,6085222222222;1867,3084222222224;0,9021;0,8694888888888889;0,9305444444444445;0,9020222222222223;128,68846666666667;128,1468111111111;128,14746666666667;57,61127777777778;61,859677777777776;65,88921111111111
MedidorLSD;16/06/2023, 19:15:00;19791,90046666667;6034,307633333334;7076,560255555555;6694,412655555555;4000,4230444444443;1236,0024333333333;838,0382999999999;1933,5764666666666;0,8890888888888888;0,8653444444444445;0,9241555555555556;0,8790444444444444;128,7390888888889;128,0926777777778;128,18783333333334;54,094100000000005;59,73263333333334;59,45402222222223
MedidorLSD;16/06/2023, 19:30:00;20329,84893333333;5875,737255555556;7425,765966666667;7060,196833333333;4005,8354333333336;1295,5071777777778;646,184488888889;2069,708866666667;0,8903888888888889;0,8562777777777778;0,9338777777777778;0,88;128,84747777777778;128,10495555555556;128,20517777777778;53,15738888888889;62,12396666666667;62,36974444444445
MedidorLSD;16/06/2023, 19:45:00;19901,58221111111;5837,4927;7180,8705666666665;6910,29668888889;3860,465755555555;1301,9651111111111;661,2574000000001;1899,9305111111112;0,8876777777777778;0,8526222222222223;0,927688888888889;0,8855;128,65316666666666;127,91445555555555;127,99428888888889;53,04591111111111;60,488055555555555;61,09115555555556
MedidorLSD;16/06/2023, 20:00:00;18625,368388888888;5489,202244444444;6846,385666666666;6312,8099;2686,274622222222;763,106988888889;420,00465555555553;1512,9533111111111;0,8840333333333333;0,8473999999999999;0,9264444444444445;0,8755555555555555;128,56823333333332;127,78070000000001;127,9785;50,22915555555555;57,873799999999996;56,358066666666666
MedidorLSD;16/06/2023, 20:15:00;19030,648677777775;5663,9837333333335;7146,452133333333;6239,652355555556;2247,7517666666663;404,85005555555557;420,4760444444444;1442,5362;0,8914222222222222;0,8613000000000001;0,9334111111111112;0,8700555555555555;128,33775555555556;127,5046888888889;127,73551111111111;51,08402222222222;60,151577777777774;55,9215
MedidorLSD;16/06/2023, 20:30:00;18063,415877777777;5460,287044444444;6687,229022222223;5931,116388888889;2188,3642444444445;476,27972222222223;457,3199333333333;1269,2519222222222;0,8835777777777778;0,8526;0,9233;0,8712888888888889;127,98447777777778;127,21688888888889;127,43295555555557;49,85498888888889;56,946377777777776;53,50908888888889
MedidorLSD;16/06/2023, 20:45:00;18888,780266666665;5605,570377777778;7027,896555555556;6275,788977777778;2089,2110444444443;442,38374444444446;308,0747111111111;1354,3286555555555;0,8916666666666667;0,8581333333333334;0,9277000000000001;0,8798888888888888;128,00294444444444;127,15941111111111;127,33907777777777;50,854366666666664;59,429300000000005;56,173077777777785
MedidorLSD;16/06/2023, 21:00:00;18177,523299999997;5553,929022222223;6730,7225;5904,131655555556;2251,2123444444446;454,5016;549,8052777777777;1263,1412;0,8838222222222222;0,8555666666666667;0,9238111111111111;0,8681;128,06384444444444;127,2671;127,52492222222222;50,51352222222222;57,26167777777778;53,37768888888888
MedidorLSD;16/06/2023, 21:15:00;19163,1977;5681,128988888889;7210,516311111111;6292,480322222223;2280,3040444444446;410,00523333333336;408,8191;1482,0636555555557;0,8903777777777778;0,8614777777777778;0,9341111111111111;0,8714333333333334;128,17162222222223;127,32474444444445;127,54022222222221;51,322177777777775;60,723055555555554;56,45731111111111
MedidorLSD;16/06/2023, 21:30:00;18249,93901111111;5474,587433333333;6798,630277777777;5993,621233333333;2310,2019555555557;487,7711111111111;468,8967666666666;1369,2526;0,8818777777777779;0,8506555555555556;0,9241222222222223;0,8637333333333334;128,37473333333332;127,57469999999999;127,7875111111111;49,9714;57,69018888888888;54,06051111111111
MedidorLSD;16/06/2023, 21:45:00;18762,660855555554;5672,628955555555;7000,528066666667;6104,928644444445;2202,3759777777777;402,70838888888886;484,39865555555554;1333,7883222222222;0,8863;0,8601777777777777;0,9260666666666667;0,8669666666666667;128,71523333333332;127,90224444444445;128,0618;51,074133333333336;59,00352222222222;54,72142222222222
MedidorLSD;16/06/2023, 22:00:00;18449,47487777778;5536,962511111111;6884,375611111111;6044,644744444444;2250,8672444444446;450,35316666666665;455,97723333333334;1361,451988888889;0,8834444444444445;0,8541111111111112;0,9234111111111112;0,8653;128,72537777777777;127,92604444444444;128,10464444444443;50,19398888888888;58,16335555555556;54,255266666666664
MedidorLSD;16/06/2023, 22:15:00;18583,276977777776;5597,028888888889;6952,469666666667;6049,838322222223;2292,1979666666666;429,39785555555557;500,9539555555556;1380,3414333333333;0,884688888888889;0,8566111111111112;0,9256111111111112;0,8655777777777778;128,75941111111112;127,92561111111111;128,10628888888888;50,579677777777775;58,67955555555555;54,32511111111111
MedidorLSD;16/06/2023, 22:30:00;18347,412944444444;5475,007799999999;6843,684044444444;6047,153322222222;2219,2208;468,1132;406,49907777777776;1360,1335333333332;0,8805333333333334;0,8499777777777778;0,9213000000000001;0,8661111111111112;129,15443333333334;128,40624444444444;128,53383333333332;49,69057777777778;57,712888888888884;54,07017777777778
MedidorLSD;16/06/2023, 22:45:00;18504,37646666667;5623,385877777778;6904,0001111111105;5990,491011111111;2257,4442222222224;413,11656666666664;540,3863666666666;1322,3419;0,8840999999999999;0,8580888888888889;0,9244666666666668;0,8643;129,5624222222222;128,77016666666665;128,92592222222223;50,4323;57,96452222222222;53,49588888888889
MedidorLSD;16/06/2023, 23:00:00;18598,689433333333;5542,177966666666;6997,844411111111;6077,381733333334;2353,5590777777775;444,2144222222222;471,4221777777778;1457,0839777777778;0,8821444444444445;0,8526222222222223;0,9236;0,8673444444444445;129,6505;128,86624444444445;128,94484444444444;49,96373333333334;58,69954444444445;54,24267777777777
MedidorLSD;16/06/2023, 23:15:00;18545,37248888889;5661,359844444445;6981,882466666666;5913,842466666666;2399,474688888889;374,6613888888889;653,8399444444444;1393,3642444444445;0,8884666666666666;0,8617;0,9259666666666667;0,8649555555555556;128,8181888888889;128,03613333333334;128,13993333333335;50,83751111111111;58,88341111111111;53,288
MedidorLSD;16/06/2023, 23:30:00;18444,31868888889;5504,160833333333;6850,014188888889;6108,8884333333335;2021,1051888888887;434,8445888888889;320,6905444444444;1279,9381999999998;0,8900666666666666;0,8560777777777778;0,9219666666666668;0,8785666666666666;127,53964444444445;126,8065111111111;126,83838888888889;50,25076666666667;58,39183333333334;54,867911111111106
MedidorLSD;16/06/2023, 23:45:00;17952,0574;5492,469599999999;6629,673222222223;5841,267877777777;2103,8978666666667;437,6107333333333;495,9934777777778;1184,507588888889;0,8833222222222222;0,8552777777777778;0,9212666666666668;0,8713777777777778;127,55113333333334;126,84101111111111;126,8899888888889;50,18627777777778;56,792088888888884;52,84224444444445
